date,customer_id,campaign_id,campaign_name,campaign_status,ad_group_id,impressions,clicks,cost_micros,conversions,conversion_value,currency_code,device,network
20240508,4228395725,246966,BRAND SA Q1,REMOVED,454022,1737,55,481559063,1.89,4275.42,ZAR ,Tablet,
"March 28, 2024",8595212014,838535,black friday,paused,584613,99476,3068,18198056056,275.27,,ZAR	,,search
11-05-2024,6283716776,557374,UNKNOWN,REMOVED,557588,67550,4883,11201210698,485.84,,,MOBILE,search
2024-06-26,8085018265,892251,retargeting lapsed,enabled,598104,40542,3748,52717838741,361.93,3149.69,ZAR	,MOBILE,youtube
19/03/2024,8890127570,894765,BRAND SA Q1,PAUSED,572483,87734,2851,14937016306,42.4,3673.87,usd,DESKTOP,DISPLAY
02-05-2024,3697938710,435733,Retargeting_Lapsed,enabled,702219,66465,5370,8718271223,127.42,3092.16,zar,MOBILE,YOUTUBE
06/02/2024,8022837899,124828,black friday,REMOVED,880657,43831,778,11282631431,58.71,,usd,tablet,display
20240814,8682223177,765728,Awareness_Display_ZA,ENABLED,517389,39934,2640,23634195185,,4992.33,USD,Tablet,search
20240504,3777923496,465604,Awareness_Display_ZA,REMOVED,116979,51419,1365,7221053344,51.21,1108.17,,Tablet,search
"April 14, 2024",9932231189,678562,retargeting lapsed,,695581,71325,2604,36424600356,179.63,,usd,Mobile,DISPLAY
20241123,2305919509,927687,brand_sa_q1,PAUSED,71644,45702,4246,48005860672,191.73,1901.9,ZAR ,mobile,youtube
20240308,7705149928,370036,Awareness_Display_ZA,,924244,80664,5609,54658248227,150.97,,ZAR	,,youtube
,8755341768,249670,UNKNOWN,,110268,73610,5247,21610395454,3.19,3647.79,USD,desktop,display
20240130,9612673860,253506,retargeting lapsed,,810585,98553,1361,1966824919,102.87,,zar,Mobile,display
20241222,9768801679,584040,black friday,PAUSED,198110,32326,1137,6336868284,6.5,3678.13,ZAR	,tablet,youtube
"March 24, 2024",5205869633,693840,UNKNOWN,paused,664425,1625,44,558905371,,3345.78,USD,Tablet,
,7893953451,,Black Friday 2024,,17909,30224,1312,4183061986,52.7,1890.09,,Desktop,
,5432554860,817835,UNKNOWN,ENABLED,737537,53645,4484,65012658863,26.73,1074.71,ZAR	,Mobile,DISPLAY
"April 08, 2024",8070975054,629369,Brand_SA_Q1,PAUSED,26576,58535,4317,6097671088,427.44,4686.09,,,
2024-09-13,3843085979,951985,brand_sa_q1,paused,661340,71411,7063,104912538690,527.37,809.32,,DESKTOP,
"October 10, 2024",5511683854,239458,Brand_SA_Q1,ENABLED,735755,6571,133,1126074627,2.39,4497.32,,Desktop,display
25-02-2024,4926007909,650593,BRAND SA Q1,REMOVED,558154,67770,3005,11848857799,135.34,,ZAR,mobile,display
,9340257801,790907,brand_sa_q1,enabled,478881,39789,1725,11399652288,54.06,,USD,Desktop,
"January 28, 2024",1047286124,104109,retargeting lapsed,paused,782745,45188,2813,29513101266,199.04,2221.04,USD,MOBILE,YOUTUBE
20240128,5980247251,812651,Awareness_Display_ZA,PAUSED,50931,27292,2538,22835806451,253.77,3623.72,,mobile,DISPLAY
"May 24, 2024",8993686809,288272,BRAND SA Q1,paused,564302,24396,1718,7173939669,126.83,2594.04,usd,desktop,youtube
2024-05-12,4896605561,353312,brand_sa_q1,ENABLED,370248,41663,209,505865169,17.69,1624.26,zar,,SEARCH
20241129,4375695409,266107,BRAND SA Q1,,203920,9215,629,5555286152,57.6,,zar,Tablet,youtube
20241015,8350022699,904918,Black Friday 2024,PAUSED,520007,33419,2367,35162257324,223.78,4299.54,ZAR	,,search
,6174850901,166985,retargeting lapsed,enabled,86445,35336,2034,2185692248,193.63,4480.84,ZAR,desktop,
27-03-2024,9530161196,,UNKNOWN,REMOVED,13916,31982,2755,26884274161,118.42,3178.05,ZAR,MOBILE,search
"July 10, 2024",5002075624,902479,Retargeting_Lapsed,REMOVED,,43632,3827,30630664778,171.37,,,,search
08/01/2024,4377882977,392016,Brand_SA_Q1,REMOVED,572084,24707,851,8496884831,59.41,,USD,Mobile,DISPLAY
"August 25, 2024",5591429002,823666,brand_sa_q1,enabled,944097,20848,1811,3453864230,179.21,2455.75,usd,Desktop,YOUTUBE
20240608,6661080396,251239,BRAND SA Q1,enabled,206068,34875,3448,6066271878,,2713.32,ZAR ,,display
2024-03-31,8880732938,639369,Retargeting_Lapsed,PAUSED,525518,71106,3776,34496928449,152.06,2358.62,,MOBILE,
2024-11-29,6136874963,705828,Black Friday 2024,,763988,51422,1087,7569723488,71.63,1157.88,ZAR ,MOBILE,youtube
15/05/2024,6693478440,654153,Awareness_Display_ZA,enabled,259281,30172,2185,29044577569,182.63,,usd,,SEARCH
17/03/2024,7896686002,505085,Black Friday 2024,enabled,408079,13749,497,1448344421,39.96,4995.29,zar,tablet,display
2024-01-28,4163735044,509869,,paused,434903,68687,6671,53839016177,658.33,,ZAR,MOBILE,youtube
2024-09-29,8118013572,112687,retargeting lapsed,,222623,52628,418,3953021811,2.61,4100.45,,,YOUTUBE
13-06-2024,5852066400,898706,Awareness_Display_ZA,REMOVED,39883,96601,1262,7762072150,86.47,,,DESKTOP,display
01/04/2024,3255510837,938548,Retargeting_Lapsed,enabled,280573,58367,4732,19997989898,,48.54,,desktop,display
18/05/2024,1608280150,166958,black friday,REMOVED,207871,53963,718,7138522279,21.32,2939.33,USD,,DISPLAY
"April 25, 2024",4706013254,240576,Retargeting_Lapsed,ENABLED,214155,82623,1117,6166534062,,1167.77,ZAR ,,SEARCH
23-09-2024,1631923574,169786,black friday,enabled,724121,88239,5358,78218638687,225.88,3342.43,ZAR	,mobile,display
20241115,7639402218,228136,Brand_SA_Q1,,960539,10826,170,2102411864,14.67,2274.92,usd,,youtube
2024-07-05,7277633212,887275,retargeting lapsed,paused,69588,54326,4641,24961053846,265.88,2331.85,,Mobile,search
2024-07-24,,608396,UNKNOWN,,557769,10503,559,4435794552,47.77,231.27,,,DISPLAY
21-12-2024,5359880464,981981,Retargeting_Lapsed,ENABLED,29961,38971,1394,14261295619,114.59,4686.21,ZAR ,MOBILE,DISPLAY
"February 09, 2024",9829590347,652189,Awareness_Display_ZA,PAUSED,522837,38141,2146,7851061276,206.58,1907.65,USD,desktop,SEARCH
2024-01-27,3573879953,669798,black friday,enabled,145780,94150,8427,124541581322,431.82,995.38,ZAR,desktop,display
01/06/2024,4893545256,191627,Awareness_Display_ZA,PAUSED,458243,27705,2014,2753741497,,,,desktop,
,1007776491,470241,Awareness_Display_ZA,,485302,51019,2420,16273808275,139.83,2226.8,usd,mobile,
09/09/2024,2346922438,417896,BRAND SA Q1,paused,856835,96077,230,297906676,4.3,4109.11,zar,tablet,youtube
28-10-2024,2195682502,253173,brand_sa_q1,ENABLED,657351,34234,3380,22188251517,3.3,1409.51,zar,DESKTOP,SEARCH
"July 19, 2024",2006404103,793288,brand_sa_q1,,983888,71845,1013,14561023018,51.18,2384.06,,mobile,
08/12/2024,8199608308,780710,Black Friday 2024,ENABLED,780745,46593,928,4666801482,4.0,308.13,ZAR ,Desktop,display
2024-09-08,4326871412,549907,BRAND SA Q1,REMOVED,29271,95166,8101,33644936274,68.59,,ZAR,desktop,YOUTUBE
"December 29, 2024",9499000556,400373,brand_sa_q1,paused,925597,51487,3868,28926596035,47.24,,ZAR	,Mobile,search
01/06/2024,1392353839,929134,UNKNOWN,paused,581845,20720,1540,21552125280,135.58,3490.91,ZAR	,mobile,DISPLAY
29-02-2024,6308354116,687703,black friday,PAUSED,621284,23267,2115,1610425417,27.01,1058.98,,Tablet,search
03-01-2024,4095147709,590917,black friday,ENABLED,443510,93190,8233,111361949698,384.08,1074.04,,,SEARCH
21/09/2024,3268022453,395422,brand_sa_q1,paused,769680,599,16,82129386,0.04,1187.52,ZAR,Desktop,YOUTUBE
2024-09-09,2223128672,707405,Brand_SA_Q1,enabled,941254,72319,3010,35486279862,250.54,,zar,Mobile,YOUTUBE
2024-06-13,2164117648,179815,Brand_SA_Q1,ENABLED,44540,17407,116,,10.59,,USD,tablet,
"February 17, 2024",6530836003,915266,BRAND SA Q1,REMOVED,616530,11518,851,3523675665,74.86,,USD,Tablet,SEARCH
20240425,7075129545,961806,black friday,paused,111973,51900,3790,47304559730,322.76,729.48,ZAR,Mobile,SEARCH
,3628048787,576651,brand_sa_q1,,407905,86650,4553,60051714470,319.95,4691.0,ZAR	,DESKTOP,SEARCH
2024-06-15,1964820979,361358,BRAND SA Q1,paused,100006,9697,817,2323486362,4.48,,USD,,youtube
2024-01-09,6853930249,518990,retargeting lapsed,REMOVED,306113,27763,1250,3625532239,73.87,3946.35,zar,Mobile,
20241123,7475744666,666729,retargeting lapsed,REMOVED,50217,8129,203,783785422,12.57,3186.45,USD,mobile,display
02/09/2024,8955846508,880252,UNKNOWN,PAUSED,565781,57955,5284,34554716558,299.53,,,,
"July 03, 2024",7488127867,547438,,PAUSED,61937,56771,999,8413705495,24.21,,usd,tablet,display
20240922,7857679838,634931,Brand_SA_Q1,paused,867114,95025,7616,34082993731,475.12,,ZAR	,,SEARCH
16-04-2024,7605701704,512227,Awareness_Display_ZA,enabled,473421,31099,1059,7837847727,51.38,192.69,ZAR	,Desktop,youtube
08/07/2024,8019104018,917030,UNKNOWN,paused,126533,68101,3171,10310987678,220.23,1159.66,usd,Desktop,SEARCH
15-06-2024,9607330100,,BRAND SA Q1,,846102,80830,5355,62146500017,132.44,,ZAR	,,DISPLAY
"December 11, 2024",6497075568,325196,Black Friday 2024,enabled,436681,21945,2126,18202549409,55.65,4891.44,USD,DESKTOP,SEARCH
2024-05-05,3535247105,479147,brand_sa_q1,ENABLED,471489,54898,2328,1837786901,152.64,,zar,DESKTOP,
2024-12-22,4527760505,,Retargeting_Lapsed,PAUSED,906245,39272,3172,9163384711,80.05,,usd,tablet,search
20240127,2192085797,789937,black friday,PAUSED,358134,75691,4864,6515053155,61.09,759.86,ZAR	,mobile,DISPLAY
,6027312261,312432,brand_sa_q1,paused,463246,55138,1031,9706660612,,,,,
"February 28, 2024",7300179092,286062,BRAND SA Q1,,890651,48819,1309,11201664162,81.42,3934.17,,Mobile,DISPLAY
"May 29, 2024",8236880917,226482,Brand_SA_Q1,,652759,33505,2927,30504968089,239.04,3916.83,ZAR,desktop,SEARCH
26-06-2024,1790803767,247372,UNKNOWN,paused,361698,33761,2598,37245835907,89.25,,,Desktop,
17-01-2024,7100418645,394302,UNKNOWN,REMOVED,181784,34680,1417,16833777062,141.15,782.25,USD,Desktop,youtube
"November 22, 2024",5044226486,963431,Awareness_Display_ZA,REMOVED,952115,20519,1028,9121762898,5.4,,ZAR	,Mobile,display
28-01-2024,9163700790,114667,Retargeting_Lapsed,ENABLED,546472,35908,1746,10813746215,,,ZAR,tablet,
"December 29, 2024",3393668921,996522,brand_sa_q1,,687384,41765,742,1689550194,7.93,3269.77,ZAR,Desktop,search
13/01/2024,8772064961,,Awareness_Display_ZA,paused,309262,97386,8287,111902321172,681.79,3238.59,zar,Mobile,
2024-08-06,4142675039,,black friday,paused,628945,58910,1045,1654130738,47.75,4920.06,ZAR ,Mobile,youtube
2024-02-11,8844451692,739076,,enabled,785115,55744,3997,22540070049,229.53,,,MOBILE,DISPLAY
20240814,2255581776,563687,black friday,,825467,46830,1230,4184635050,89.12,,zar,Mobile,
,8259442504,658415,Awareness_Display_ZA,ENABLED,143155,2172,114,858219209,,3314.1,ZAR,DESKTOP,
,3519808966,624286,BRAND SA Q1,enabled,706977,4353,110,347102227,6.81,4576.81,ZAR ,Mobile,
"October 14, 2024",6248740258,356862,brand_sa_q1,REMOVED,147775,78522,3644,3805432412,232.71,,zar,mobile,DISPLAY
17/11/2024,4863968472,577527,retargeting lapsed,ENABLED,206443,12083,994,7090111660,67.61,4907.81,ZAR,tablet,DISPLAY
,6709223552,623822,,PAUSED,830223,33115,2135,19873354816,198.57,4306.31,zar,Mobile,search
"May 31, 2024",5853276399,803720,Black Friday 2024,paused,942960,53516,1631,5191659845,156.29,,,mobile,display
25-08-2024,1731727054,946822,brand_sa_q1,paused,655903,32898,2703,6827210647,,,ZAR,,display
"September 10, 2024",1434129580,403752,,paused,265170,14828,676,7009131206,43.42,1490.63,ZAR	,desktop,display
12/09/2024,1164549664,481144,Brand_SA_Q1,ENABLED,204978,61341,4631,11893220172,,224.11,USD,mobile,search
20241003,8326048432,790361,BRAND SA Q1,REMOVED,686067,52323,1244,8968623285,67.72,,,mobile,
10-07-2024,2122355126,391860,BRAND SA Q1,,364932,6224,179,,15.12,723.76,usd,DESKTOP,display
2024-06-17,1935778730,933520,Retargeting_Lapsed,enabled,,43047,1626,19625930518,100.24,2230.16,USD,Tablet,youtube
2024-05-27,6194974965,370447,retargeting lapsed,enabled,411522,50454,3460,5253810060,185.46,4625.6,ZAR ,MOBILE,SEARCH
"February 19, 2024",9585249923,841538,BRAND SA Q1,paused,824010,57152,1201,15232537439,16.81,2771.15,ZAR ,tablet,search
26-11-2024,6451258017,903219,Retargeting_Lapsed,paused,940305,40359,1815,10685138538,21.87,854.11,usd,tablet,search
10/12/2024,3114598809,660349,Awareness_Display_ZA,enabled,294850,7640,578,2721843864,24.44,2811.4,zar,desktop,DISPLAY
2024-08-04,5752884659,448903,,PAUSED,90792,86112,4940,24995360483,90.46,,zar,mobile,YOUTUBE
"August 01, 2024",1690716338,131619,black friday,PAUSED,548233,56659,3145,22483254789,199.49,3982.88,usd,Desktop,search
2024-03-20,7865817487,162545,Black Friday 2024,PAUSED,317118,74631,2318,32897888377,123.28,,ZAR ,desktop,DISPLAY
2024-07-15,7436559982,253526,Brand_SA_Q1,ENABLED,783981,60387,1820,26984828983,5.96,4435.62,ZAR ,desktop,DISPLAY
,4237081604,704621,retargeting lapsed,PAUSED,243349,34170,2596,28459062246,96.54,,ZAR ,tablet,youtube
09/08/2024,3425894443,534976,retargeting lapsed,paused,807429,65576,3127,40056130379,136.52,3116.7,zar,,display
"January 18, 2024",5397661037,197870,UNKNOWN,enabled,401514,66289,3056,8240433372,13.98,3089.48,ZAR ,desktop,DISPLAY
08/02/2024,2985707593,959268,UNKNOWN,,676976,53578,3748,45190070786,317.83,,,,display
,9173110499,870890,BRAND SA Q1,REMOVED,736191,66599,4968,36876773223,66.81,2520.42,,Desktop,
20240115,4330284028,492884,Brand_SA_Q1,PAUSED,270761,37374,1601,4681013478,82.0,4007.83,ZAR,Mobile,youtube
15/07/2024,8656702761,217557,retargeting lapsed,ENABLED,269233,56238,3736,55245008701,133.01,,usd,mobile,search
20240222,5385555042,649902,,REMOVED,640970,30822,1612,10591607240,7.74,,,MOBILE,youtube
2024-07-28,5706577755,920428,Brand_SA_Q1,REMOVED,531575,13781,290,1186743462,6.56,,ZAR	,,DISPLAY
20240312,,336562,Brand_SA_Q1,ENABLED,169362,69061,1965,7838812547,96.39,,ZAR ,,
"December 10, 2024",8227605333,351008,,enabled,758851,95732,9509,77472162711,335.78,,zar,mobile,YOUTUBE
"June 05, 2024",6147674097,806816,UNKNOWN,paused,341026,48775,1615,1473193351,64.47,,ZAR ,,DISPLAY
"May 05, 2024",1755633996,453742,retargeting lapsed,enabled,81797,45387,3224,43912357526,136.72,2708.81,,Desktop,display
18/08/2024,1021437471,567376,brand_sa_q1,,126688,76036,3535,15275292365,330.19,2943.39,,,DISPLAY
2024-06-06,1033814295,920332,BRAND SA Q1,REMOVED,944267,93860,3940,6470345279,68.97,2960.58,USD,Desktop,youtube
"March 10, 2024",4061949373,115310,Retargeting_Lapsed,paused,134947,27598,595,4190105909,53.79,,usd,Mobile,YOUTUBE
"October 29, 2024",3556800874,668614,BRAND SA Q1,,173132,57488,2270,19111183095,192.39,,ZAR	,desktop,youtube
"August 27, 2024",3480545460,287466,Black Friday 2024,ENABLED,389931,86892,599,3102393341,13.27,4315.28,ZAR ,mobile,YOUTUBE
12-11-2024,5277918441,645576,,paused,504579,63077,1389,4078823548,82.87,,ZAR	,,DISPLAY
20240702,6346901278,920173,retargeting lapsed,PAUSED,176480,28382,770,7324768530,46.02,4792.16,ZAR,,YOUTUBE
08/07/2024,9083304438,240312,Brand_SA_Q1,,868248,62951,6096,24716739564,559.4,,ZAR,Desktop,DISPLAY
2024-12-21,4910235609,878405,black friday,PAUSED,275416,90848,38,119857692,,3873.18,usd,MOBILE,youtube
2024-05-15,6469967173,298368,Black Friday 2024,paused,768003,49246,2102,17702603433,129.51,1079.14,ZAR,tablet,SEARCH
"September 27, 2024",9056045212,689587,brand_sa_q1,ENABLED,523015,7751,650,2677010071,32.98,,ZAR	,,youtube
"November 05, 2024",7754802860,747868,Black Friday 2024,paused,160924,77458,1445,1958797306,34.92,,usd,Desktop,
,5432554860,817835,UNKNOWN,ENABLED,737537,53645,4484,65012658863,26.73,1074.71,ZAR	,Mobile,DISPLAY
12/12/2024,8314141489,981257,retargeting lapsed,paused,202066,11386,484,,39.98,1573.92,ZAR	,mobile,search
"June 16, 2024",5512497913,301820,Awareness_Display_ZA,ENABLED,748667,35075,119,1249028630,10.9,,ZAR,MOBILE,YOUTUBE
20240328,6464460874,392152,Black Friday 2024,PAUSED,670247,78397,2828,2668638311,86.4,285.75,,,display
07/12/2024,1046291153,905442,BRAND SA Q1,enabled,191704,88100,5181,43102683840,292.68,1835.01,,mobile,DISPLAY
,7096453015,733444,Awareness_Display_ZA,REMOVED,355783,36179,2897,26027039209,,2596.55,,tablet,SEARCH
28-10-2024,8206391086,963216,Retargeting_Lapsed,REMOVED,520990,85810,2069,4908164551,17.85,2662.26,usd,Tablet,
20240603,8104916521,675845,brand_sa_q1,ENABLED,927974,42844,1105,10865485501,31.06,,ZAR ,MOBILE,SEARCH
07-12-2024,3940778281,712963,Black Friday 2024,REMOVED,637417,24699,342,4390498168,25.65,,ZAR ,,youtube
"April 01, 2024",6495163510,237183,UNKNOWN,PAUSED,217360,35394,936,6958539394,62.09,2778.77,ZAR ,,search
22/02/2024,4531018245,614868,black friday,ENABLED,834780,46483,2399,34285615998,30.0,,ZAR,MOBILE,youtube
20241023,4379953193,817107,Retargeting_Lapsed,,270826,57361,4759,4651685716,184.9,4124.61,ZAR ,,YOUTUBE
20240113,7408024105,,Retargeting_Lapsed,REMOVED,760263,16671,322,1650435139,12.29,1259.16,ZAR	,Mobile,youtube
20240920,6370761002,358486,Retargeting_Lapsed,enabled,629422,94469,93,434225589,,1906.87,USD,Desktop,search
,4026959495,532565,UNKNOWN,enabled,705427,48211,2283,,82.6,1104.08,ZAR,desktop,search
05-08-2024,5186017483,875503,BRAND SA Q1,,137018,80240,7166,65921175314,601.4,3302.35,USD,,YOUTUBE
20241018,5441931473,362719,BRAND SA Q1,paused,394645,61657,530,3626572449,4.79,376.14,ZAR,Desktop,
16/11/2024,9021838096,813512,brand_sa_q1,REMOVED,190122,42848,3358,37339741956,94.88,4768.75,ZAR,,youtube
04/08/2024,6237052356,714484,Black Friday 2024,enabled,457038,49174,2130,26137315811,96.64,1415.69,ZAR,,SEARCH
04-09-2024,5628524216,328641,Retargeting_Lapsed,PAUSED,252434,23331,1086,,95.47,1430.85,usd,,YOUTUBE
01-02-2024,7922866238,338956,brand_sa_q1,enabled,586071,28363,73,851271548,4.5,4118.55,ZAR,MOBILE,YOUTUBE
20241217,2648604434,980008,Black Friday 2024,paused,506508,25830,2179,30120491811,165.38,3562.53,USD,mobile,DISPLAY
20241130,3253108901,929542,BRAND SA Q1,PAUSED,341535,13781,248,,2.04,,,Desktop,
20240408,2871971183,350063,Brand_SA_Q1,,97944,92001,7748,42732304493,461.66,1505.96,zar,tablet,search
20240205,2582467319,816302,Brand_SA_Q1,paused,192327,20424,896,2806241761,6.01,,ZAR,mobile,SEARCH
"July 02, 2024",8915813018,654230,,REMOVED,902482,89368,5226,41940134476,343.25,97.49,,Desktop,YOUTUBE
"May 04, 2024",1092249315,985141,brand_sa_q1,ENABLED,734048,21799,202,1538156025,1.19,,usd,mobile,display
11/09/2024,1979561391,903670,Black Friday 2024,,349351,19087,648,1225423075,27.99,,USD,Desktop,youtube
19/06/2024,9425133430,672475,Retargeting_Lapsed,enabled,947678,13554,1017,6528355393,,,ZAR ,tablet,YOUTUBE
12-11-2024,4949382983,730115,Black Friday 2024,PAUSED,998837,74388,2911,11155928080,145.14,4640.84,ZAR	,,display
19-03-2024,4927743125,851230,brand_sa_q1,enabled,559027,22819,2203,32299591642,103.97,,,desktop,SEARCH
10-08-2024,9023881274,810685,retargeting lapsed,ENABLED,166250,49602,2837,28614756079,170.03,3706.35,zar,mobile,SEARCH
2024-08-16,5023135363,568255,,ENABLED,195341,17322,1629,19812871896,140.23,,zar,,youtube
2024-08-18,4704147264,590041,retargeting lapsed,ENABLED,560393,62638,355,2177204452,33.46,2495.25,ZAR,,
18/05/2024,3706690119,786920,Awareness_Display_ZA,REMOVED,147424,52831,3012,,282.46,2075.25,usd,Desktop,search
2024-10-16,4128862466,133179,,enabled,42953,74915,1323,6362547058,116.66,,,mobile,
"October 31, 2024",5824222878,270151,retargeting lapsed,PAUSED,746433,71080,2914,17453404395,,,,Tablet,
20240925,5359282019,886116,Retargeting_Lapsed,enabled,352282,1316,105,436610697,5.31,2037.04,,,
25-01-2024,5666467091,509685,Black Friday 2024,enabled,235608,54515,2954,38232371220,2.22,,ZAR ,desktop,
"May 27, 2024",1185066381,720928,Black Friday 2024,REMOVED,853443,91491,5163,23961649422,107.13,,ZAR	,Mobile,SEARCH
"February 27, 2024",3182533180,792593,black friday,,395234,75362,1718,19495845731,84.88,3758.75,ZAR	,Tablet,display
2024-06-21,2742394499,315421,brand_sa_q1,,770484,14596,638,7015553170,26.93,4424.11,ZAR	,,search
05-04-2024,6197923770,632817,Retargeting_Lapsed,paused,596850,33085,785,10747270190,,,,mobile,YOUTUBE
20241205,5082810494,535349,retargeting lapsed,paused,26869,27650,1215,1611821435,23.08,569.18,ZAR	,,display
2024-07-04,2205577634,176337,Black Friday 2024,PAUSED,862295,18535,1507,11237393698,86.56,4573.15,USD,Tablet,YOUTUBE
"January 03, 2024",1640933088,253625,,ENABLED,263105,24642,1480,3689546520,105.46,,ZAR,DESKTOP,
06-09-2024,3480425455,511639,Black Friday 2024,paused,109224,31397,381,5136039400,5.29,2367.92,ZAR	,tablet,DISPLAY
22/05/2024,8084649502,950361,UNKNOWN,PAUSED,948488,98285,6950,18896185340,303.75,250.99,ZAR	,Desktop,display
2024-02-20,3084370045,132392,Brand_SA_Q1,REMOVED,991109,56903,3958,30463255093,17.05,2430.77,ZAR,mobile,youtube
2024-05-06,4538053179,102832,UNKNOWN,paused,254917,82845,93,795684772,9.04,2532.7,USD,Mobile,DISPLAY
2024-01-26,4085934932,991898,Awareness_Display_ZA,paused,411288,86126,1044,9454869200,28.24,2788.31,,mobile,DISPLAY
,8624532060,476749,UNKNOWN,PAUSED,142489,1617,148,1879796401,12.45,1431.79,USD,Mobile,
2024-07-10,5448198046,364303,Black Friday 2024,PAUSED,110335,69893,911,941559617,78.25,,usd,mobile,DISPLAY
26-03-2024,1943900199,937549,Black Friday 2024,,422573,45405,2426,19687244960,33.96,,,Mobile,
"November 24, 2024",1003494866,390486,Black Friday 2024,PAUSED,96140,91589,5604,7287592065,197.14,1535.47,usd,,
11-11-2024,5104956471,670274,BRAND SA Q1,REMOVED,80620,54385,1750,10032957231,109.77,,ZAR,,search
24-12-2024,7700588443,929272,BRAND SA Q1,paused,553271,90144,8880,71218452259,401.51,4541.28,USD,,
20240507,4333737556,264660,BRAND SA Q1,paused,399173,6162,197,2341393382,,112.48,,Desktop,DISPLAY
20240208,8941059304,188387,Awareness_Display_ZA,ENABLED,166083,73493,5141,64363394466,154.22,,USD,,YOUTUBE
"June 02, 2024",6342628159,288066,retargeting lapsed,REMOVED,973271,40259,717,1907410066,55.29,,ZAR,DESKTOP,YOUTUBE
